"","win60s","RunName","drowsy","Event_ID","nTime_0","nTime_1","nTime_2","nTime_3","nTime_4","nTime_5","nTime_6","nTime_7","nTime_8","nTime_9","nTime_10","nTime_11","nTime_12","nTime_13","nTime_14","nTime_15","nTime_16","nTime_17","nTime_18","nTime_19","nTime_20","nTime_21","nTime_22","nTime_23","nTime_24","nTime_25","nTime_26","nTime_27","nTime_28","nTime_29","nTime_30","nTime_31","nTime_32","nTime_33","nTime_34","nTime_35","nTime_36","nTime_37","nTime_38","nTime_39","nTime_40","nTime_41","nTime_42","nTime_43","nTime_44","nTime_45","nTime_46","nTime_47","nTime_48","nTime_49","nTime_50","nTime_51","nTime_52","nTime_53","nTime_54","nTime_55","nTime_56","nTime_57","nTime_58","nTime_59","nTime_60"
"7080",34,"A_M1148MF06_3S1RNA",FALSE,311,-0.08789,-0.395395,0.17578,-0.8789,-0.52734,-0.52734,-0.43945,-0.08789,-0.549395,-0.43945,-0.3955,-0.3955,-0.57128,-0.61523,-0.52734,0.08789,-1.01075,-0.61523,-1.2305,-0.48339,0.131878,0.26367,-0.834995,-0.92284,-0.61523,-0.13183,-0.593255,-1.2744,-0.65917,0.08789,0.0659175,-0.57128,-0.74706,-0.61523,-0.54931,-0.52734,-0.57128,-0.79101,-0.52734,-0.3955,-0.79101,-0.65917,-0.8789,-0.81298,-0.54931,-0.61523,-0.70312,-0.65917,-1.25245,-1.4941,-1.16455,-1.0986,-1.3183,-1.3623,-1.3623,-1.3403,-1.3183,-1.2744,-1.3183,-1.3183,-0.74706
"7081",35,"A_M1148MF06_3S1RNA",FALSE,311,-0.83495,-1.25245,-1.2305,-1.7578,-1.1865,-0.92284,-1.0107,-1.8458,-1.2305,-1.1865,-1.0986,-0.96679,-0.26367,-0.17578,0,-0.242085,-0.043902,-1.1643,-0.57128,-0.13183,-0.13183,-0.219635,-0.17578,-0.35156,-0.3955,-0.3955,-0.79101,-0.83495,-0.57128,-0.19805,-0.92284,-0.74706,-1.16455,0.19775,-1.0327,-0.241695,-0.8789,-1.1426,-1.2744,-0.944945,-0.79101,-1.14215,-1.6699,-1.56005,-0.92284,-0.70312,-0.3955,-0.79101,-0.92284,-0.96679,-1.9775,-1.4062,-1.2744,-0.79101,-1.1428,-1.0986,-1.0986,-1.2744,-1.07665,-0.65917,-0.74706
"7082",36,"A_M1148MF06_3S1RNA",FALSE,311,-1.0107,-1.2744,-1.3623,-1.3183,-1.38395,-1.8893,-1.29635,-1.8236,-2.0875,-1.7578,-1.75755,-1.7578,-1.3623,-2.1533,-1.8896,-1.0986,-1.07695,-0.92284,-1.8234,-1.7139,-1.40625,-2.2851,-1.7578,-1.4941,-1.9775,-1.582,-1.0107,-1.0547,-0.439495,-0.17578,0.28594,0.13183,-1.36215,-0.329585,-0.79101,0.83495,-0.79101,-0.70333,-1.2959,-0.30761,-0.13183,-0.17578,-0.08789,-0.79101,-0.65917,0.17578,-0.79101,-0.65917,-0.153805,-0.35156,-0.3955,-0.43945,-0.43945,-0.43945,-0.3955,-1.0986,-0.088318,0.043945,-0.8789,-0.21972,-0.3955
"7083",37,"A_M1148MF06_3S1RNA",FALSE,311,-0.65917,-0.263755,-0.70312,-0.65917,0.13192,-1.0547,-0.74706,-1.38395,-0.83495,-0.72539,0.26367,-0.43945,-0.48339,-0.28564,-0.65917,-0.63737,-0.26367,-0.74706,-0.83495,-0.241695,-0.57128,-1.0107,-0.96679,-0.79088,-0.52734,-0.48339,-0.43945,-1.2744,-1.2744,-0.17578,-0.57128,-1.1862,-0.90087,-0.28564,-0.79101,-0.8789,-0.989045,-0.35156,-0.8789,-0.8789,-0.8789,-0.72552,0.24127,0.26367,-0.48339,-0.021972425,-0.109431,-1.0107,-0.19775,-0.0436445,-0.3955,-0.57107,0.21972,-0.74706,-0.21972,-0.79101,-0.3955,0.043945,0.17578,-0.35156,-0.35156
"7084",38,"A_M1148MF06_3S1RNA",FALSE,311,-0.3955,-0.57111,0.043859,0.153805,-0.41769,0.21972,-0.922715,-1.7578,-0.65913,-1.1865,-1.3623,-2.1972,-1.4938,-1.64795,-1.3403,-1.4502,-1.1206,-1.9336,-1.9336,-1.8457,-0.70312,-1.3183,-1.1206,-1.8896,-1.5381,-1.2744,-1.4502,-1.2744,-1.2744,-1.3623,-1.8017,-1.64795,-1.3183,-0.527425,-0.68102,-0.33002,-1.4062,-1.582,-0.988745,0.21972,-0.96679,0.08789,-1.1641,-1.1426,-1.3183,-0.35156,-0.74706,-0.74706,-0.681145,-1.8017,-0.83491,-0.59326,-0.70282,-0.769035,-1.3623,-0.79101,-1.2305,0.57128,-0.74706,-1.1426,-1.1865
"7085",39,"A_M1148MF06_3S1RNA",FALSE,311,-1.6694,-0.21972,0.10986,-1.01075,-0.35156,-0.65917,-1.2524,-1.14205,-0.48339,-0.52734,-1.1426,-0.21972,-0.65917,-0.96679,-1.0107,-0.615015,-0.57128,-1.2305,-1.64775,-1.3623,-0.70312,0,0,-0.19732,-1.0547,-1.3623,-0.48339,-0.52734,-0.52734,-1.0547,-0.79101,-1.3623,-0.43945,-0.94424,-0.21972,-1.0327,-1.1426,-0.79101,-0.61506,-1.3183,-0.43945,-0.61523,-0.57128,-0.769035,-0.79101,-0.461335,-0.35156,-0.74706,-0.90087,-0.57128,0.46142,-0.0659175,-0.52734,-0.74706,0.48339,-0.79101,-0.79101,-1.3623,-0.197835,0.52734,0.52734
"7086",1,"A_M1159OM06_1S3RNA",FALSE,101,-0.70312,-0.70312,-0.70312,-0.70312,-0.70312,-0.70312,-0.70312,-0.70312,-0.70312,-0.70312,-0.70312,-0.70312,-2.35105,-5.2295,-4.92185,-2.3291,-2.3291,-2.3291,-118.345,-188.305,-167.475,-124.385,-17.3585,59.0405,62.4235,60.776,10.7225,1.20845,-4.812,-1.3843,-1.4941,-4.4384,-1.7578,0.966795,-2.4609,-1.626,-2.2412,-2.2412,-0.725095,-5.581,-5.6689,-4.4604,0.329595,1.8017,0.703115,-1.84565,-0.83495,-5.2954,-3.0322,0.08789,-0.46142,0.13184,-2.8564,-1.66995,0.17578,-0.1098625,1.2744,0.70312,-2.2412,-0.439445,-1.2744
"7087",2,"A_M1159OM06_1S3RNA",FALSE,111,-0.79101,0.043945,-2.13135,-1.626,0.483385,0.70312,-2.48285,-2.8564,-1.4941,1.0547,-0.3955,-1.31835,1.9336,1.6699,0.52734,0.68115,-1.25245,-1.3623,-0.94481,-1.604,0.461415,-4.2187,-5.8447,-1.75785,-1.69185,-2.21925,-0.26367,-0.417475,-0.549325,-3.1201,-1.1206,-1.73585,-1.07665,-1.47215,-1.73585,-1.4282,-0.35156,-2.52685,-0.92284,-2.0874,-1.4941,0.26367,2.5049,-9.3383,-26.938,-20.6325,-25.027,-19.643,-17.974,-20.017,-21.094,-21.775,-4.54835,1.6699,-1.120575,-12.4145,-0.50537,1.3183,0.153805,-0.505385,-0.52734
"7088",3,"A_M1159OM06_1S3RNA",FALSE,111,-1.0546,-0.483395,-4.10885,1.56005,5.6689,5.77875,2.1533,3.33985,6.19625,4.89985,3.0322,2.21925,5.75685,6.89935,6.3281,5.6689,5.29535,5.1636,4.59225,4.26265,5.8886,6.6357,5.7568,6.7675,3.1421,1.3403,4.28465,6.0864,5.9765,5.7129,5.3173,3.6694,1.58205,5.6689,6.6357,6.4599,4.2627,4.24065,4.3286,4.2187,-1.56,-2.35105,0.197755,-0.0219776355,-0.15382,-2.1094,-2.81245,-2.32905,2.87835,-0.439435,-0.17578,0.285635,-2.3071,-1.8237,-0.90087,-0.83495,-1.38425,-0.90087,0.74706,-0.483415,-1.2744
"7089",4,"A_M1159OM06_1S3RNA",FALSE,105,-1.3184,-2.5049,-1.27445,-3.1201,-2.4609,0.549315,-1.0107,-0.54931,-1.2744,-1.3623,-3.208,-2.9663,-5.1416,-5.3613,3.6694,3.9111,3.7573,-0.32962,-1.2744,-1.86765,3.80125,6.65765,2.9443,2.9443,3.2519,4.8339,3.0761,2.7685,2.7246,1.60395,-0.1758015,-67.8075,-239.94,-364.77,-311.045,21.8405,12.744,6.416,6.24025,1.97755,-0.28568,-1.3623,-0.85695,0.021959267,-0.307605,-0.26369,-1.4062,-3.55955,-0.9448,0.70312,-2.3291,-0.74706,-0.153815,-0.48339,-3.95505,-1.2744,0.834965,-0.834935,-1.2744,-2.1972,-2.1972
"7090",5,"A_M1159OM06_1S3RNA",FALSE,102,-1.8017,-1.49415,0.0659175,0.57128,-0.3955,-2.19725,-4.79,-6.21825,-7.5146,-15.007,-7.05315,-6.13035,-7.31685,-8.98675,-7.207,-8.50335,-6.02045,-9.3603,-8.789,-6.5918,-5.82275,-9.5141,-7.60245,-9.09655,-6.8334,-6.94335,-8.08595,-11.118,-9.3603,-8.3935,-9.3383,-7.86615,-7.07515,-7.7783,-5.25145,-6.6796,-9.6459,-11.821,-8.26165,-4.68015,-8.5913,-11.909,-12.283,-6.1084,-6.94335,-6.7236,-8.7231,-9.5361,-8.2617,-9.3603,-13.601,-5.3173,-8.1737,-8.10785,-10.657,-8.98675,-8.5253,-8.10785,-9.97575,-7.80025,-8.7451
"7091",6,"A_M1159OM06_1S3RNA",FALSE,102,-8.7011,-5.9765,-7.998,-9.7338,-6.5917,-7.4926,-7.8442,-8.6572,-10.283,-7.3169,-7.66845,-4.8559,-5.71285,-4.6142,-1.032695,0.417505,-0.461395,-0.74706,-0.285665,-0.48339,-0.681165,-0.35156,-0.19779,-0.043913,-1.2744,0,-0.395515,-1.1426,-0.922845,-0.5493,-0.373555,0.79101,1.1426,1.7139,-0.219735,-0.08789,1.97755,-0.59327,1.1426,2.8564,0.52734,-3.82325,-7.95405,-13.403,-24.653,-17.0505,-22.566,-19.402,-21.072,-23.291,-23.928,-11.843,-8.50335,-7.11905,-3.6474,-1.8457,-1.0547,-0.637155,0.791005,0.19775,-0.08789
"7092",7,"A_M1159OM06_1S3RNA",FALSE,102,1.3623,0.57126,0.15382,0.61523,-0.63719,2.83445,5.58105,5.603,5.5371,3.977,5.07565,3.86715,6.2842,6.8335,6.81145,8.01995,2.02145,3.8452,2.373,2.79055,4.6142,4.92185,4.5263,2.85635,4.2187,3.6914,3.6694,3.7793,3.7353,2.395,4.04295,3.69135,5.559,4.7461,3.3398,1.7798,5.38325,4.4165,-0.79105,-2.50485,-1.2744,-0.81298,-0.21972,-1.20855,-1.4941,-0.48339,-0.3955,0.593215,-0.52736,-0.43945,-0.54932,-1.0986,-0.96679,-0.79101,-1.0327,1.4282,0.54934,-0.96677,-0.8789,0.197775,0.3955
"7093",8,"A_M1159OM06_1S3RNA",FALSE,103,-0.83495,-0.593255,-0.8789,-1.0547,-0.131815,0.988745,1.12055,0.043945,-1.032705,-1.60395,-0.834945,0.3955,-0.35156,0.28564,-0.92284,-1.0107,0.30765,-0.90087,-1.29635,-0.637205,-1.38425,-0.17578,-0.83495,-0.48339,1.40625,0.43946,-0.8349,-1.12055,-1.53805,-0.1098195,2.373,0.41748,0.13183,-2.1094,-2.17535,-3.86715,-0.30761,1.64795,-0.30761,-1.6699,-1.8457,-1.45015,1.60405,-0.81299,-1.0986,2.74655,2.0654,-0.96679,-1.9775,-1.5381,-0.263685,-0.395495,-0.19782,-1.09865,-0.81298,0.08789,-1.12055,-0.307625,-1.582,-1.14255,-0.70312
"7094",9,"A_M1159OM06_1S3RNA",FALSE,103,-0.65917,0.131855,1.95555,-0.439465,-1.2744,-0.659165,0.834965,-0.65917,-2.373,-0.26367,-0.30761,-0.5273,-2.4829,-1.14255,-0.944795,0.307625,-0.52734,-1.604,1.7578,-0.571295,-1.51605,-1.88965,0.1318455,1.3403,-1.4502,-0.90086,-0.65917,0.10986,-0.68108,-0.26365,1.16455,-1.4941,-1.62595,-1.53815,-1.18655,-0.61528,0.13173,0.988745,-0.175855,-1.0987,-2.307,-0.92278,-0.659165,-0.10994,-0.8789,-1.1426,-0.72509,-1.0107,-1.5381,-0.3955,-2.1094,-1.31845,-1.7139,-1.0107,-1.5381,-1.626,-1.582,-1.6919,-3.5156,-2.76855,-3.1201
"7095",10,"A_M1159OM06_1S3RNA",FALSE,104,-2.9443,-0.87891,-0.30761,-0.329585,-0.593265,-3.07615,0.90083,0.72509,1.582,1.582,0.856915,0.65917,2.5488,2.5049,2.3291,2.3291,2.3291,2.3291,2.3291,2.3291,2.3291,2.3291,1.8676,1.0107,3.9552,-2.46095,-1.7798,-2.43895,1.0107,-0.373555,-1.010755,-0.637205,-1.3183,-2.5488,-2.1972,-0.24162,0.219735,1.7139,0.79101,-1.95575,-8.61325,-26.719,-34.3865,-14.48,-20.193,-21.533,-24.5875,-20.127,-13.9745,0.43931,0.483435,-0.417475,-6.59165,-1.3623,-0.834845,-0.461435,0.1098815,-0.417465,0,0.021822195,2.1533
"7096",11,"A_M1159OM06_1S3RNA",FALSE,106,3.032,5.559,6.5258,4.96585,2.96625,4.5922,1.6699,1.31835,6.2182,5.0976,5.1636,5.5151,4.37265,4.8559,6.35005,3.7793,2.17525,3.6035,2.9443,3.95505,3.4937,5.4931,7.6904,4.26265,2.0434,0.0439345,5.6908,-1.64785,-0.79101,-1.4941,-1.7578,-0.747075,-2.0215,0.3955,2.6586,-1.29655,-1.9775,-3.6474,-0.043945,-0.153763,-1.6699,-4.5045,-0.41748,0.241695,-1.09865,-0.79101,-0.0658745,-0.72506,0.043902,1.0107,0.81297,-2.8784,-2.8564,-1.7139,0.285645,-1.0987,-1.16465,-0.57128,0.17578,0.13183,-0.21972
"7097",12,"A_M1159OM06_1S3RNA",FALSE,106,0.043945,-1.6699,-8.2617,-0.0218976,-4.28465,-6.70165,-14.0185,-8.789,-8.7451,-7.0312,-7.954,-9.00865,-7.5585,-6.43795,-9.0088,-8.83295,-7.42665,-5.5151,-5.47115,-9.3821,-8.54735,-8.6572,-9.0966,-6.24015,-9.68985,-6.41595,-8.70115,-8.78895,-9.2284,-8.8769,-5.62495,-7.8662,-8.5475,-6.52575,-8.1078,-10.1515,-8.2397,-9.86565,-7.7783,-6.94335,-5.9546,-9.6679,-9.1186,-6.7236,-7.998,-7.03125,-6.1523,-8.81085,-7.5585,-6.394,-8.0859,-8.0419,-4.6582,-4.61415,0.109903,-0.8789,-2.4609,-0.527325,-1.1206,-0.571305,-1.0547
"7098",13,"A_M1159OM06_1S3RNA",FALSE,106,0,0.439385,0.26367,-0.13179,0.043945,-0.769035,-0.92284,-0.59326,-3.0322,-4.39445,-2.04345,-0.856895,-0.35156,-2.4609,-3.86715,-0.373565,-0.72507,-0.65917,-1.1426,-1.93355,-0.659315,-3.2519,-2.6367,-1.73585,-1.09865,-1.9775,-2.6148,-1.0767,-0.48339,-2.7026,-1.53795,-0.747055,-0.17578,-1.4282,0.57128,2.4171,-0.26367,-0.593335,-0.1317165,-8.58335e-05,0.26367,-0.571275,0.57137,-1.53805,-1.4722,-1.4941,0.13183,-1.07665,-0.65909,-1.2744,-1.4062,-2.79055,-1.1426,-1.4062,-6.4375e-05,-0.92284,-0.7251,-0.48339,-0.30761,1.0547,1.2744
"7099",14,"A_M1159OM06_1S3RNA",FALSE,202,0.043945,-0.17578,-0.30761,3.62555,1.42805,4.3945,2.37295,3.36175,6.17415,6.0864,5.53705,6.8554,7.5585,6.372,5.1196,5.62495,7.4706,5.6689,6.67965,8.41545,7.5146,4.08685,4.98775,6.8554,4.4165,5.73485,6.72355,7.80025,8.4374,3.38375,5.9326,6.26215,5.29535,7.3388,5.3176,5.11955,6.37205,7.86615,6.39395,5.3833,4.3945,5.8447,7.47065,6.2402,1.25245,0.022348005,5.36135,-0.85693,1.16445,0.131845,0.83495,2.9004,2.3291,-1.9336,-3.44965,3.86715,9.0087,0.417435,-0.834915,-3.8672,-7.1191
"7100",15,"A_M1159OM06_1S3RNA",FALSE,203,-4.0429,3.77925,3.27395,-0.988745,-2.72465,-1.604,-0.79102,-0.72509,-0.988795,-0.90085,-0.52734,-1.34035,-1.2744,-0.900935,-0.109865,0.0659175,-1.0107,-1.9776,0,0.3955,-1.1206,-2.2851,0.505365,0.61523,0.043945,-0.615275,-1.3843,-0.57128,-1.0547,-1.0547,-0.37354,-0.0220046865,-1.07665,-1.0327,-0.769115,-0.307615,-1.95555,-2.5049,-2.3291,2.10935,2.8345,0.81297,-2.8125,-1.9336,-0.24174,2.5708,-0.54931,-0.10985,0.24172,1.2305,-1.0107,-1.86765,-1.80175,-2.35115,3.8452,2.76855,-0.922855,-2.9004,-0.24175,-0.08789,1.0107
"7101",16,"A_M1159OM06_1S3RNA",FALSE,203,-0.74706,-1.0327,-0.68115,-0.70312,-0.08789,-0.747,-1.1206,-0.96679,-0.8789,-0.24165,-0.52734,-0.35156,-1.1865,0.0219725,2.8125,1.1865,-2.48295,-4.83395,2.26315,0.703105,-1.01074,-1.1865,-4.87775,-0.65924,-2.35105,4.4165,-0.72509,-0.329575,-2.7246,-2.8564,-5.6689,1.8018,1.8457,2.2191,-1.4941,-2.5268,-2.9883,-3.20795,-0.681105,-0.74706,-0.3955,-1.1865,-1.0986,-4.41645,-3.27395,0.1318755,0.9448,0.593255,-2.46095,-3.31795,-1.9336,-0.48339,0.527455,0.48337,0.417455,-2.06555,-0.72509,-1.4062,-0.593255,-0.41749,-1.2305
"7102",17,"A_M1159OM06_1S3RNA",FALSE,203,-0.35156,-0.35156,-1.2305,0.0439555,-0.17578,-0.83493,-0.96679,-0.63719,-1.1865,-0.3955,-1.07665,-1.0107,-1.27435,-0.3296,-1.7578,-1.8237,-2.0874,-0.988755,-0.35156,0.35156,0.57125,-3.3399,-1.2305,-1.97755,-0.8789,-1.1206,-0.988755,-0.70312,-1.4941,-3.8013,-2.8563,11.0525,-6.13045,-2.92235,-5.1196,-0.659045,-1.16455,6.04245,-3.2959,-3.33975,-4.4826,3.22985,-0.263755,-0.593255,-2.1315,0.219715,-0.94477,0.461735,-0.35155,-1.03265,-0.52731,0.241715,-2.17535,-0.81298,-1.23055,-0.59326,0.197825,0.176005,0.65917,-3.3619,-4.70205
"7103",18,"A_M1159OM06_1S3RNA",FALSE,203,-1.9336,-2.0214,0.17578,-0.63717,0.15385,3.3618,2.85655,-2.329,-2.15325,-0.08810415,-6.35005,-0.527255,0.92284,1.2964,-0.90087,-1.86765,-1.93335,-1.582,-0.21972,-0.57092,-0.703075,-0.26367,-2.7908,-0.3300185,-0.79103,-0.26367,-0.83495,-4.3509,-1.4062,-0.790925,1.6698,0.48339,-3.07605,-1.75795,-0.593065,-0.637155,1.2744,0.79101,0.527275,-0.48339,-1.4062,-2.4829,-2.2851,4.89985,1.67005,-1.45025,-0.79101,-0.08789,-0.57128,-0.26367,0.241545,-0.0219725,-0.3955,-0.043945,0.21972,-0.65917,-0.4614,0.153805,0.7031,-0.944665,-0.37351
"7104",19,"A_M1159OM06_1S3RNA",FALSE,204,0.13183,-0.043945,-0.417475,-0.703075,1.8895,1.2965,-0.175755,-0.044030745,-0.769035,1.47215,-0.26367,-0.527145,0.0659175,0.21977,0.43945,1.2305,0.48339,-0.17578,-1.0547,0.922975,0.19775,-0.17578,-1.0107,-0.30761,-0.70312,-0.988745,-1.626,-2.5488,-2.26315,1.77965,0.17578,-0.21972,-0.70312,-2.2193,-1.2085,-1.1426,-1.0547,-0.065939,-0.109903,-1.1206,-2.1094,-1.2085,-1.0107,-1.51605,-2.0655,0.19775,0.0219725,-0.48339,-1.93355,-0.41739,-1.5161,-0.65917,-0.417325,-1.0107,-0.61523,-0.329675,-0.70312,-0.8789,-0.96679,-0.35156,0.24183
"7105",20,"A_M1159OM06_1S3RNA",FALSE,205,-0.37347,-0.92284,-1.23035,-1.4502,-0.26367,-0.8789,-0.52734,-1.0107,-0.21972,-0.988745,-0.8789,-0.13183,-1.0986,-1.1865,-1.2305,-1.2744,0.06600083,0.17578,-2.2412,-0.592935,-1.0986,-1.582,2.5049,3.2079,4.02085,0.219875,4.8559,1.69195,1.2085,7.31675,2.30735,2.74655,0.92284,2.9443,5.8227,3.16425,2.9883,2.4607,4.5704,2.5709,2.06525,2.8344,4.3945,2.48295,2.81265,3.999,2.50485,3.4717,4.3945,2.8125,3.91095,2.7685,2.1972,4.4385,5.66885,2.0655,2.13135,1.1426,0.94473,0.373575,-1.5381
"7106",21,"A_M1159OM06_1S3RNA",FALSE,205,-0.54931,-0.43945,0.615355,-0.52734,-1.9117,-0.76912,-0.08789,0.13183,0.681145,-2.83445,-2.68075,-0.417605,-1.7579,-3.8232,-2.7685,-3.09815,-2.57085,-3.2959,-4.3066,-4.41645,-3.12,-1.2964,-3.47155,-3.99875,-3.0761,-3.58135,-4.6801,-3.82335,-2.85635,-3.5595,-3.40575,-4.41645,-2.76855,-4.43855,-4.3725,-5.0537,-1.582,-2.5489,-3.7353,-6.4819,-3.14195,-4.24085,-1.9993,-2.92235,-3.82315,-3.66955,-4.109,-4.43835,-3.84535,-2.7685,-3.5156,-2.57075,-5.0537,-5.38325,-3.25195,-4.1088,-2.5928,-3.7573,-5.38325,-3.4936,-5.5371
"7107",22,"A_M1159OM06_1S3RNA",FALSE,205,-3.91125,-2.17535,-2.4829,-2.76865,-1.4064,-1.09875,-2.1533,-2.439,-0.17578,-0.351475,-0.85684,-4.87785,-3.75745,-2.13135,-3.49365,-1.49415,-3.6035,-4.944,-4.17495,-4.0649,-5.8447,-3.4937,-2.92235,-3.955,-4.2407,-3.8232,-3.95525,-4.2847,-3.40575,-5.0537,-4.9658,-3.97705,-3.3838,-3.0104,-5.3394,-4.5703,-3.33975,-3.7793,-2.8564,-4.13075,-5.4711,-4.0649,-2.9883,-3.12,-3.6474,-4.021,-2.9883,-3.3838,-3.40565,-2.8344,-4.1308,-4.3946,-2.2413,-4.3286,-3.14215,-2.9884,-5.1195,-4.79015,-4.8339,1.53805,-1.86725
"7108",23,"A_M1159OM06_1S3RNA",FALSE,205,-4.65815,-3.3618,-4.7021,-3.09805,-3.2519,-3.7353,-3.7353,-3.2301,-1.3182,-3.01035,-2.1094,-3.0761,-2.6808,-3.208,-1.7578,-3.1201,-2.8784,-1.40615,-3.7353,-2.1752,-2.1533,-2.76855,-3.3838,-2.52685,-1.8457,-2.9883,-2.8564,-2.9004,-2.5488,-1.604,-3.0322,-3.53755,-4.43825,-1.2744,-3.49365,-3.18615,-2.13135,-0.70312,-0.373535,-1.55985,0,-3.4497,-1.3624,-0.74715,-0.35156,-0.83495,-1.0107,-0.74706,-0.79101,0.15381,-0.593345,-0.1098185,0.505325,0.812915,1.626,0.15391,-1.8896,-1.6699,2.9443,3.6035,3.6035
"7109",24,"A_M1159OM06_1S3RNA",FALSE,206,3.6474,2.9882,1.4062,0.1319185,-1.69175,-2.1094,0.922585,2.61495,-1.42845,-1.01064,-0.043945,2.2412,0.65913,-1.0986,-1.5163,0.13183,-0.92284,-0.74717,-1.1426,-1.40625,-5.95445,-5.3173,-1.9777,-2.2851,-4.9658,-2.37305,-4.9438,-6.28425,-6.06415,-4.1088,-3.80105,-7.3607,-7.2729,-7.95415,-1.516,-4.37265,-1.64805,-0.0438165,-1.9336,0,-0.17578,-0.3955,0.92276,0.92284,1.64795,0.285535,-0.329585,0,2.17525,4.78975,22.7415,51.2835,70.378,67.038,73.2785,75.981,79.8475,74.355,75.4315,129.635,194.28
"7110",25,"A_M1159OM06_1S3RNA",FALSE,301,245.56,295.115,292.365,270.46,202.87,20.477,42.604,-3.62475,-2.0434,-0.96683,1.7357,-0.593215,-1.8458,-0.83495,-2.2633,-1.77975,-1.3623,-0.834955,-0.747215,-2.15335,-0.769035,-0.70312,-0.43945,-1.25225,-1.8456,-0.241695,-0.2197,-2.0654,-0.81298,-1.1645,-0.79101,-0.900875,-2.1533,-2.3072,1.0547,-0.48335,-0.087976,-1.1645,-0.439555,-1.29635,-1.3182,0.768845,0.61523,-0.527255,-2.1094,-0.725175,-1.2744,-0.4614,-1.7579,0.8789,-0.3955,-0.54916,-1.20835,-1.4941,-2.0215,-0.35156,-0.70282,-0.0658315,-2.1754,-4.78985,-8.81095
"7111",26,"A_M1159OM06_1S3RNA",FALSE,304,-4.7901,-6.2402,-3.8672,-3.2959,-6.416,-6.5477,-4.94385,-5.0537,-6.43765,-6.9873,-4.63615,-4.944,-5.3613,-4.8339,-8.59135,-5.2516,-3.6695,-7.73425,-5.4712,-5.0316,-4.3945,-5.09765,-6.0644,-6.81145,-2.3071,-2.0654,-2.19725,-2.285,-2.15335,-0.87877,1.03237,8.83295,23.3565,22.324,25.268,23.0485,24.06,23.0935,18.9175,24.983,23.049,21.643,24.038,23.642,23.906,20.193,22.346,24.609,22.8075,22.038,15.7105,0.659515,0.59358,-0.65928,1.5818,-0.46125,-0.92284,0.0219725,-1.25245,-1.4283,-0.57128
"7112",27,"A_M1159OM06_1S3RNA",FALSE,304,-1.14245,-2.08735,-1.12055,-0.79101,0.15406,-1.4062,-1.582,-1.3623,-2.373,-0.90096,-0.153805,0.08789,-1.07665,-0.241695,-1.55995,-1.56,-1.9775,-2.04355,-0.2856,0.13183,0.92309,-1.9774,-2.4391,-0.21981,-0.3955,-1.2305,-0.615225,-1.03285,-1.2084,-2.0215,-2.32905,-6.52575,-5.5371,-1.86765,-2.9004,-3.4277,-3.999,-4.48255,-2.90025,-3.8232,-4.83385,-3.6474,-4.48235,-5.3613,-5.03165,-4.7021,-4.68005,-6.1962,-4.9218,-3.47145,-5.0318,-3.80125,-5.5371,-4.79,-3.6474,-5.2076,-5.9764,-4.768,-5.60295,-3.889,-4.72405
"7113",28,"A_M1159OM06_1S3RNA",FALSE,304,-4.6582,-5.0976,-4.65805,-4.79,-4.8779,-5.4052,-4.65805,-2.2631,-2.37285,-2.83445,-5.1855,-3.2959,-4.5702,-2.41705,-0.834995,-1.8457,-3.40555,-5.1855,-2.0655,-4.6363,-1.8458,-2.21925,-3.07615,-3.208,-3.0761,-7.07515,-2.395,-2.1972,-4.32845,-2.483,-2.28525,-2.9882,-4.5263,-4.1308,-2.7466,-3.5815,-5.5371,-3.7793,-2.8564,-3.999,-4.57025,-3.4937,-5.25145,-3.8892,-3.6035,-3.5814,-4.1308,-5.8226,-5.2734,-1.1647,-4.2627,-4.2187,-3.47165,-3.95505,-4.6142,-2.7246,-4.5263,-4.65815,-3.2958,-4.68015,-4.3286
"7114",29,"A_M1159OM06_1S3RNA",FALSE,304,-3.2739,-2.52685,-1.3844,-2.0215,-1.6041,-0.768955,-1.2744,-1.5162,0.0659175,-1.8897,-0.30761,-0.395525,-0.96679,-3.3399,-2.15345,-6.0205,-7.4049,-7.5586,-10.4145,-13.535,-15.886,-15.0075,-9.22865,-12.349,-7.0972,-6.74555,-6.0205,-5.09785,-2.06535,1.64835,-0.527255,-1.8237,-0.153765,-0.966875,-2.1311,-4.65805,-4.7461,-6.2402,-10.371,-7.2291,-6.37225,-9.42605,-6.13045,-9.0087,-7.1191,-6.1523,-7.66835,-5.95485,-5.77885,-2.9884,5.31725,2.10945,3.5595,14.48,14.7435,14.853,18.764,19.643,15.7105,20.9175,20.1265
"7115",30,"A_M1159OM06_1S3RNA",FALSE,304,20.083,19.182,11.689,6.76775,5.7788,0.28581,-0.263565,-0.21985,0.3955,0.966595,-2.7903,-5.44895,-7.3389,-4.72405,-2.19735,-4.8999,-4.87775,-7.2509,-2.83455,-4.2186,-3.8672,-5.581,-6.6139,-3.999,-4.2408,-5.4272,-3.01035,-4.9879,-4.021,-7.22875,-2.52695,-3.47175,-3.8452,-5.64675,-5.9106,-4.1528,-3.2959,0.24159,0.83495,0.13183,-1.12055,-0.19775,-0.30761,0.241525,-0.175865,4.35045,2.4173,2.2632,2.9004,4.26245,3.82325,1.8017,2.4609,0.74702,0.37353,-0.439405,-0.92295,-1.0548,0.13183,-0.043838,2.2191
